Country (Country),Commodity (Commodity),Trade flow (Trade flow),Unit,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Guadeloupe,"Livers, roes, milt, fresh or chilled, nei",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,1,-,-,-,-,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Livers, roes, milt, fresh or chilled, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,5,-,-,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Livers, roes, milt, frozen",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,1,1,0 0,-,-,-,-,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Livers, roes, milt, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,0 0,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Mackerel prepared or preserved, not minced, nei",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,0 0,...,...,1,-,-,-,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Mackerel prepared or preserved, not minced, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,95,124,109,133,33,115,99,102,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Mackerels nei, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,15,15,27,6,3,33,31,30,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Mackerels, nei, fresh or chilled",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Mackerels, smoked",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Marine fish fillets, frozen, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,6,21,-,66,75,117,73,63,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Marine fish nei, minced, prepared or preserved",Exports,Tonnes,...,...,...,0 0,...,...,...,...,0 0,6,...,1,6,...,0 0,...,...,...,...,0 0,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Marine fish nei, minced, prepared or preserved",Imports,Tonnes,382,411,428,448,460,471,534,532,587,460,562,645,334,418,397,259,278,289,398,512,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Marine fish nei, prepared or preserved, not minced",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,23,18,52,13,25,1,5,8,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Marine fish nei, smoked",Exports,Tonnes,...,0 0,-,-,-,-,0 0,-,-,0 0,0 0,0 0,0 0,2,2,4,2,2,0 0,1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Marine fish nei, smoked",Imports,Tonnes,...,...,...,67,51,67,74,52,71,68,74,89,2,1,63,2,-,1,0 0,2,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Marine fish, fresh or chilled, nei",Exports,Tonnes,...,0 0,1,...,1,0 0,...,1,1,7,1,0 0,...,...,...,...,...,...,1,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Marine fish, fresh or chilled, nei",Imports,Tonnes,...,...,...,176,265,157,131,332,106,155,139,144,63,98,211,248,421,261,372,451,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Marine fish, frozen, nei",Exports,Tonnes,...,8,4,2,...,...,1,1,...,...,1,7,0 0,12,12,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,...,...,...
Guadeloupe,"Marine fish, frozen, nei",Imports,Tonnes,704,755,768,470,564,646,399,696,685,638,753,910,1174,1244,1061,1158,1269,1167,1398,1125,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,...,...,...
Guadeloupe,"Miscellaneous coastal fishes fillets, frozen,  nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-,-,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Miscellaneous marine fish fillets, fresh or chilled, nei",Exports,Tonnes,...,...,...,...,...,...,...,0 0,0 0,8,26,-,-,-,0 0,-,-,-,-,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Miscellaneous marine fish fillets, fresh or chilled, nei",Imports,Tonnes,...,...,...,1,...,1,0 0,...,...,...,...,1,0 0,2,27,4,1,1,2,2,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Miscellaneous marine fish meat, minced or not, frozen, nei",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,10,-,-,-,-,-,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Miscellaneous marine fish meat, minced or not, frozen, nei",Imports,Tonnes,...,...,...,22,10,18,8,35,29,18,62,61,32,45,51,27,39,30,35,70,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,Ornamental fish nei,Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,1,7,6,3,0 0,0 0,0 0,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,Ornamental fish nei,Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,1,2,2,2,1,1,1,1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Pacific cod, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Pacific salmons, frozen, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,5,6,-,3,7,5,3,7,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Saithe (=Pollock) fillets, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,0 0,1,-,0 0,-,-,0 0,1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Saithe (=Pollock), frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,2,1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Saithe (=Pollock), not minced, prepared or preserved",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,2,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Salmon fillets, dried, salted or in brine",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,0 0,1,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Salmon fillets, fresh or chilled",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,2,1,1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Salmon fillets, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,0 0,1,5,1,1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Salmon minced, prepared or preserved",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,0 0,0 0,-,5,5,4,3,8,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Salmon nei, not minced, prepared or preserved",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,1,0 0,1,4,4,8,5,0 0,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Salmonoids, fresh or chilled, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,1,0 0,-,1,1,1,0 0,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Salmonoids, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,11,2,5,4,4,4,3,1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Salmonoids, not minced, prepared or preserved",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1,-,-,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Salmons, salted or in brine",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,1,-,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Salmons, smoked",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,10,5,-,12,5,14,16,20,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Sardines, sardinellas, brisling or sprats, prep. or pres., not minced, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,15,23,-,0 0,6,6,6,4,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Seabreams nei, fresh or chilled",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,1,9,-,-,2,-,1,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Seabreams, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,3,16,-,22,86,135,93,130,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Shark fillets nei, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,2,4,-,4,4,2,0 0,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Sharks nei, fresh or chilled",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1,0 0,-,-,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Sharks nei, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,2,-,13,14,14,1,1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Skipjack tuna, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,17,1,...,2,...,...,...,17,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,Solubles from fish,Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,22,20,39,0 0,0 0,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Swordfish, fresh or chilled",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1,-,-,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Swordfish, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2,14,-,-,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Trout fillets, fresh and chilled",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Trouts and chars, fresh or chilled",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,0 0,-,0 0,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Trouts and chars, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,1,1,-,1,-,1,0 0,0 0,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Trouts and chars, smoked",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1,0 0,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Tuna loins and fillets, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,2,-,1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Tuna loins, prepared or preserved",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3,2,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Tunas nei, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,4,0 0,95,-,14,41,7,10,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Tunas prepared or preserved, not minced, in oil",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,49,-,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Tunas prepared or preserved, not minced, nei",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-,-,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Tunas prepared or preserved, not minced, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,31,63,...,47,83,105,215,203,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Tunas, bonitos, billfishes, nei, minced, prepared or preserved",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,5,11,-,17,25,16,49,63,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Tunas, fresh or chilled, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,6,-,0 0,-,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Tunas, gilled, gutted, frozen, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,10,-,-,-,-,-,-,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Whiting (Merlangius merlangus), fresh or chilled",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Whiting fillets, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1,1,-,0 0,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Whiting, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,27,-,2,1,-,-,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Yellowfin tuna, frozen, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,1,9,-,17,14,21,53,63,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Guadeloupe,"Yellowfin tuna, gilled, gutted, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,6,...,...,13,-,-,-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Haiti,"Alaska pollock fillets, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1 F,...,...,0 F,...,0 F,1 F,3 F
Haiti,"Alaska pollock, fresh or chilled",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,0 0,...,...,...,...,...,...,...,...,...,1 F
Haiti,"Alaska pollock, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1 F,1 F,0 0,...,...,...,...,...,1 F,-
Haiti,"Alaska pollock, meat, whether or not minced, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2 F,-,-,-
Haiti,"Anchovies nei, dried, whether or not salted, but not smoked",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-,0 0,-,-,-,-,-,0 0,-,-,-,-,-
Haiti,"Anchovies, prepared or preserved, not minced",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,21 F,-,-,-,-,-,-,-,-
Haiti,"Anchovies, prepared or preserved, not minced",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,...,...,...,...,...,1 F,...,0 0,0 0,...,19 F,189 F,343 F,394 F,120 F,1546 F,1919 F,688 F,1133 F,635 F
Haiti,"Anchovies, salted or in brine",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,12 F,...,...,...,...,...,...,...,6 F,...,...,...,6 F,3 F,-
Haiti,"Atlantic cod, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,5 F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Haiti,"Atlantic herring, not minced, prep. or pres., nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,39 F,285 F,...,...,160 F,...,...,...,...,...,14 F,-,-,-,-,-,-,-,-,-
Haiti,"Atlantic mackerel prepared or preserved, not minced",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,20 F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Haiti,"Atlantic mackerel, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,258 F,6 F,-,-,1 F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Haiti,"Atlantic redfishes, fillets, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,5 F,-,-,-,-,-,-,-,-,-,-,-
Haiti,"Atlantic redfishes, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,24 F,98 F,...,-,-,-,-,-,-,-
Haiti,"Atlantic salmon and Danube salmon, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,0 F,0 F,...,...,1 F
Haiti,"Bigeye tuna, fresh or chilled",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 F,-,-,-,-
Haiti,"Blue whiting (Micromesistius poutassou), frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,28 F,-,24 F,-,-,70 F,...,...,...,...,-,-,-,-,-,-,-
Haiti,"Blue whitings (Micromesistius poutassou, Micromesistius australis), frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2350 F,-,-,-
Haiti,"Brisling or sprats, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,50 F,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,12 F,-,-,-,-
Haiti,"Capelin, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1 F,-,-,-,-,-,-,-
Haiti,"Carps, eels and snakeheads, fillets, fresh or chilled",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,25 F,1 F
Haiti,"Carps, eels and snakeheads, fillets, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,6 F,-,-
Haiti,"Catfish fillets, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2 F,...,...,...,...,...,...,...,...,...,1 F,...,1 F
Haiti,"Catfish, fresh or chilled",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3 F
Haiti,"Catfish, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1 F,4 F
Haiti,Caviar,Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-,-,-,-,-,-,-,-
Haiti,Caviar substitutes,Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
